SchoolYear,Total Enrolled in an IHE within 0-48 months,Total % Enrolled in an IHE within 0-48 months,Total Accumulating 24 Credits within 0-12 months,Total % Accumulating 24 Credits  within 0-12 months,Total Accumulating 24 Credits within 0-16 months,Total % Accumulating 24 Credits  within 0-16 months,Total Accumulating 24 Credits within 0-24 months,Total % Accumulating 24 Credits  within 0-24 months,ISD Code,ISD OfficialName,DistrictCode,DistrictOfficialName,BuildingCode,BuildingOfficialName,CharterName,CountyCode,CountyName,EntityType,SchoolLevel,Locale,IHE Type,Subgroup,Gender,Total Graduates (All Students),Total Enrolled in an IHE within 0-6 months,Total % Enrolled in an IHE within 0-6 months,Total Enrolled in an IHE within 0-12 months,Total % Enrolled in an IHE within 0-12 months,Total Enrolled in an IHE within 0-16 months,Total % Enrolled in an IHE within 0-16 months,Total Enrolled in an IHE within 0-24 months,Total % Enrolled in an IHE within 0-24 months,Total Enrolled in an IHE within 0-36 months,Total % Enrolled in an IHE within 0-36 months
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,617,Central High School,,82,Wayne,LEA School,High School,City: Large,Four Year,All Students,Male,25,<10,20,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,617,Central High School,,82,Wayne,LEA School,High School,City: Large,All,All Students,Female,20,<10,40,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,617,Central High School,,82,Wayne,LEA School,High School,City: Large,All,African American,Male,25,<10,20,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,617,Central High School,,82,Wayne,LEA School,High School,City: Large,Four Year,Economically Disadvantaged,All Students,38,<10,18.4211,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,617,Central High School,,82,Wayne,LEA School,High School,City: Large,Two Year,African American,Female,20,<10,20,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,617,Central High School,,82,Wayne,LEA School,High School,City: Large,Four Year,All Students,Female,20,<10,20,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,617,Central High School,,82,Wayne,LEA School,High School,City: Large,Four Year,African American,All Students,45,<10,20,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,617,Central High School,,82,Wayne,LEA School,High School,City: Large,All,All Students,All Students,45,13,28.8889,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,617,Central High School,,82,Wayne,LEA School,High School,City: Large,Four Year,African American,Male,25,<10,20,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,865,Benjamin Carson High School of Science and Medicine,,82,Wayne,LEA School,High School,City: Large,Four Year,All Students,Male,39,<10,12.8205,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,865,Benjamin Carson High School of Science and Medicine,,82,Wayne,LEA School,High School,City: Large,Two Year,All Students,Male,39,14,35.8974,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,865,Benjamin Carson High School of Science and Medicine,,82,Wayne,LEA School,High School,City: Large,Four Year,African American,Female,57,19,33.3333,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,865,Benjamin Carson High School of Science and Medicine,,82,Wayne,LEA School,High School,City: Large,Two Year,All Students,Female,65,17,26.1539,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,865,Benjamin Carson High School of Science and Medicine,,82,Wayne,LEA School,High School,City: Large,Two Year,All Students,All Students,104,31,29.8077,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,865,Benjamin Carson High School of Science and Medicine,,82,Wayne,LEA School,High School,City: Large,All,African American,Male,33,16,48.4849,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,865,Benjamin Carson High School of Science and Medicine,,82,Wayne,LEA School,High School,City: Large,All,Economically Disadvantaged,All Students,86,48,55.814,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,865,Benjamin Carson High School of Science and Medicine,,82,Wayne,LEA School,High School,City: Large,Four Year,White,All Students,<10,<10,57.1429,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,865,Benjamin Carson High School of Science and Medicine,,82,Wayne,LEA School,High School,City: Large,Two Year,Asian,All Students,<10,<10,33.3333,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,865,Benjamin Carson High School of Science and Medicine,,82,Wayne,LEA School,High School,City: Large,Two Year,African American,All Students,90,29,32.2222,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,865,Benjamin Carson High School of Science and Medicine,,82,Wayne,LEA School,High School,City: Large,Two Year,English Learners,All Students,<10,<10,22.2222,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,865,Benjamin Carson High School of Science and Medicine,,82,Wayne,LEA School,High School,City: Large,All,English Learners,All Students,<10,<10,55.5556,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,865,Benjamin Carson High School of Science and Medicine,,82,Wayne,LEA School,High School,City: Large,Four Year,English Learners,All Students,<10,<10,33.3333,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,865,Benjamin Carson High School of Science and Medicine,,82,Wayne,LEA School,High School,City: Large,All,Asian,Male,<10,<10,50,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,865,Benjamin Carson High School of Science and Medicine,,82,Wayne,LEA School,High School,City: Large,Four Year,White,Female,<10,<10,50,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,865,Benjamin Carson High School of Science and Medicine,,82,Wayne,LEA School,High School,City: Large,All,All Students,Female,65,38,58.4615,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,865,Benjamin Carson High School of Science and Medicine,,82,Wayne,LEA School,High School,City: Large,All,Asian,All Students,<10,<10,50,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,865,Benjamin Carson High School of Science and Medicine,,82,Wayne,LEA School,High School,City: Large,All,African American,All Students,90,50,55.5556,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,865,Benjamin Carson High School of Science and Medicine,,82,Wayne,LEA School,High School,City: Large,Four Year,African American,All Students,90,21,23.3333,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,865,Benjamin Carson High School of Science and Medicine,,82,Wayne,LEA School,High School,City: Large,Four Year,Asian,Male,<10,<10,50,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,865,Benjamin Carson High School of Science and Medicine,,82,Wayne,LEA School,High School,City: Large,Four Year,White,Male,<10,<10,66.6667,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,865,Benjamin Carson High School of Science and Medicine,,82,Wayne,LEA School,High School,City: Large,Two Year,Asian,Female,<10,<10,50,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,865,Benjamin Carson High School of Science and Medicine,,82,Wayne,LEA School,High School,City: Large,Four Year,All Students,All Students,104,26,25,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,865,Benjamin Carson High School of Science and Medicine,,82,Wayne,LEA School,High School,City: Large,All,African American,Female,57,34,59.6491,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,865,Benjamin Carson High School of Science and Medicine,,82,Wayne,LEA School,High School,City: Large,All,All Students,All Students,104,57,54.8077,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,865,Benjamin Carson High School of Science and Medicine,,82,Wayne,LEA School,High School,City: Large,All,All Students,Male,39,19,48.718,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,865,Benjamin Carson High School of Science and Medicine,,82,Wayne,LEA School,High School,City: Large,All,Students With Disabilities,All Students,<10,<10,60,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,865,Benjamin Carson High School of Science and Medicine,,82,Wayne,LEA School,High School,City: Large,Four Year,African American,Male,33,<10,6.0606,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,865,Benjamin Carson High School of Science and Medicine,,82,Wayne,LEA School,High School,City: Large,Four Year,Economically Disadvantaged,All Students,86,23,26.7442,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,865,Benjamin Carson High School of Science and Medicine,,82,Wayne,LEA School,High School,City: Large,Two Year,Economically Disadvantaged,All Students,86,25,29.0698,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,865,Benjamin Carson High School of Science and Medicine,,82,Wayne,LEA School,High School,City: Large,All,White,Female,<10,<10,50,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,865,Benjamin Carson High School of Science and Medicine,,82,Wayne,LEA School,High School,City: Large,Two Year,Students With Disabilities,All Students,<10,<10,60,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,865,Benjamin Carson High School of Science and Medicine,,82,Wayne,LEA School,High School,City: Large,All,Asian,Female,<10,<10,50,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,865,Benjamin Carson High School of Science and Medicine,,82,Wayne,LEA School,High School,City: Large,All,White,All Students,<10,<10,57.1429,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,865,Benjamin Carson High School of Science and Medicine,,82,Wayne,LEA School,High School,City: Large,Four Year,All Students,Female,65,21,32.3077,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,865,Benjamin Carson High School of Science and Medicine,,82,Wayne,LEA School,High School,City: Large,Four Year,Asian,All Students,<10,<10,16.6667,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,865,Benjamin Carson High School of Science and Medicine,,82,Wayne,LEA School,High School,City: Large,Two Year,African American,Female,57,15,26.3158,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,865,Benjamin Carson High School of Science and Medicine,,82,Wayne,LEA School,High School,City: Large,All,White,Male,<10,<10,66.6667,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,865,Benjamin Carson High School of Science and Medicine,,82,Wayne,LEA School,High School,City: Large,Two Year,African American,Male,33,14,42.4242,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,902,Denby High School,,82,Wayne,LEA School,High School,City: Large,All,African American,All Students,84,11,13.0952,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,902,Denby High School,,82,Wayne,LEA School,High School,City: Large,All,Students With Disabilities,All Students,16,<10,12.5,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,902,Denby High School,,82,Wayne,LEA School,High School,City: Large,Two Year,All Students,Male,49,<10,6.1225,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,902,Denby High School,,82,Wayne,LEA School,High School,City: Large,All,African American,Female,36,<10,8.3333,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,902,Denby High School,,82,Wayne,LEA School,High School,City: Large,Two Year,African American,Male,48,<10,6.25,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,902,Denby High School,,82,Wayne,LEA School,High School,City: Large,All,African American,Male,48,<10,16.6667,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,902,Denby High School,,82,Wayne,LEA School,High School,City: Large,Two Year,Students With Disabilities,All Students,16,<10,6.25,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,902,Denby High School,,82,Wayne,LEA School,High School,City: Large,All,Economically Disadvantaged,All Students,73,<10,10.9589,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,902,Denby High School,,82,Wayne,LEA School,High School,City: Large,Two Year,Economically Disadvantaged,All Students,73,<10,5.4795,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,902,Denby High School,,82,Wayne,LEA School,High School,City: Large,All,All Students,All Students,85,11,12.9412,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,902,Denby High School,,82,Wayne,LEA School,High School,City: Large,All,All Students,Female,36,<10,8.3333,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,902,Denby High School,,82,Wayne,LEA School,High School,City: Large,All,All Students,Male,49,<10,16.3265,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,902,Denby High School,,82,Wayne,LEA School,High School,City: Large,Four Year,African American,Female,36,<10,5.5556,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,902,Denby High School,,82,Wayne,LEA School,High School,City: Large,Two Year,African American,Female,36,<10,<5%,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,902,Denby High School,,82,Wayne,LEA School,High School,City: Large,Four Year,African American,All Students,84,<10,8.3333,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,902,Denby High School,,82,Wayne,LEA School,High School,City: Large,Four Year,Students With Disabilities,All Students,16,<10,6.25,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,902,Denby High School,,82,Wayne,LEA School,High School,City: Large,Two Year,All Students,Female,36,<10,<5%,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,902,Denby High School,,82,Wayne,LEA School,High School,City: Large,Four Year,All Students,Male,49,<10,10.2041,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,902,Denby High School,,82,Wayne,LEA School,High School,City: Large,Four Year,All Students,All Students,85,<10,8.2353,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,902,Denby High School,,82,Wayne,LEA School,High School,City: Large,Four Year,Economically Disadvantaged,All Students,73,<10,5.4795,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,902,Denby High School,,82,Wayne,LEA School,High School,City: Large,Four Year,All Students,Female,36,<10,5.5556,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,902,Denby High School,,82,Wayne,LEA School,High School,City: Large,Four Year,African American,Male,48,<10,10.4167,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,902,Denby High School,,82,Wayne,LEA School,High School,City: Large,Two Year,African American,All Students,84,<10,<5%,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,902,Denby High School,,82,Wayne,LEA School,High School,City: Large,Two Year,All Students,All Students,85,<10,<5%,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1043,Martin Luther King Jr. Senior High School,,82,Wayne,LEA School,High School,City: Large,Four Year,Students With Disabilities,All Students,31,<10,12.9032,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1043,Martin Luther King Jr. Senior High School,,82,Wayne,LEA School,High School,City: Large,Four Year,All Students,Female,128,35,27.3438,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1043,Martin Luther King Jr. Senior High School,,82,Wayne,LEA School,High School,City: Large,Two Year,All Students,Female,128,18,14.0625,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1043,Martin Luther King Jr. Senior High School,,82,Wayne,LEA School,High School,City: Large,Four Year,African American,All Students,227,58,25.5507,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1043,Martin Luther King Jr. Senior High School,,82,Wayne,LEA School,High School,City: Large,Two Year,African American,Female,127,18,14.1732,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1043,Martin Luther King Jr. Senior High School,,82,Wayne,LEA School,High School,City: Large,All,Asian,Female,<10,<10,>95%,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1043,Martin Luther King Jr. Senior High School,,82,Wayne,LEA School,High School,City: Large,All,African American,All Students,227,92,40.5286,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1043,Martin Luther King Jr. Senior High School,,82,Wayne,LEA School,High School,City: Large,All,Economically Disadvantaged,All Students,188,76,40.4255,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1043,Martin Luther King Jr. Senior High School,,82,Wayne,LEA School,High School,City: Large,Four Year,Asian,Female,<10,<10,>95%,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1043,Martin Luther King Jr. Senior High School,,82,Wayne,LEA School,High School,City: Large,All,African American,Female,127,52,40.9449,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1043,Martin Luther King Jr. Senior High School,,82,Wayne,LEA School,High School,City: Large,All,All Students,All Students,229,93,40.6114,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1043,Martin Luther King Jr. Senior High School,,82,Wayne,LEA School,High School,City: Large,All,English Learners,All Students,<10,<10,>95%,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1043,Martin Luther King Jr. Senior High School,,82,Wayne,LEA School,High School,City: Large,Four Year,All Students,All Students,229,59,25.7642,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1043,Martin Luther King Jr. Senior High School,,82,Wayne,LEA School,High School,City: Large,All,All Students,Male,101,40,39.604,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1043,Martin Luther King Jr. Senior High School,,82,Wayne,LEA School,High School,City: Large,All,Asian,All Students,<10,<10,>95%,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1043,Martin Luther King Jr. Senior High School,,82,Wayne,LEA School,High School,City: Large,Two Year,African American,All Students,227,34,14.978,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1043,Martin Luther King Jr. Senior High School,,82,Wayne,LEA School,High School,City: Large,Four Year,African American,Male,100,24,24,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1043,Martin Luther King Jr. Senior High School,,82,Wayne,LEA School,High School,City: Large,All,African American,Male,100,40,40,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1043,Martin Luther King Jr. Senior High School,,82,Wayne,LEA School,High School,City: Large,Four Year,All Students,Male,101,24,23.7624,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1043,Martin Luther King Jr. Senior High School,,82,Wayne,LEA School,High School,City: Large,Two Year,All Students,All Students,229,34,14.8472,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1043,Martin Luther King Jr. Senior High School,,82,Wayne,LEA School,High School,City: Large,Two Year,All Students,Male,101,16,15.8416,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1043,Martin Luther King Jr. Senior High School,,82,Wayne,LEA School,High School,City: Large,All,All Students,Female,128,53,41.4063,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1043,Martin Luther King Jr. Senior High School,,82,Wayne,LEA School,High School,City: Large,Four Year,Economically Disadvantaged,All Students,188,48,25.5319,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1043,Martin Luther King Jr. Senior High School,,82,Wayne,LEA School,High School,City: Large,Two Year,African American,Male,100,16,16,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1043,Martin Luther King Jr. Senior High School,,82,Wayne,LEA School,High School,City: Large,Two Year,Economically Disadvantaged,All Students,188,28,14.8936,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1043,Martin Luther King Jr. Senior High School,,82,Wayne,LEA School,High School,City: Large,All,Students With Disabilities,All Students,31,11,35.4839,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1043,Martin Luther King Jr. Senior High School,,82,Wayne,LEA School,High School,City: Large,Four Year,Asian,All Students,<10,<10,>95%,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1043,Martin Luther King Jr. Senior High School,,82,Wayne,LEA School,High School,City: Large,Two Year,Students With Disabilities,All Students,31,<10,22.5807,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1043,Martin Luther King Jr. Senior High School,,82,Wayne,LEA School,High School,City: Large,Four Year,English Learners,All Students,<10,<10,>95%,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1043,Martin Luther King Jr. Senior High School,,82,Wayne,LEA School,High School,City: Large,Four Year,African American,Female,127,34,26.7717,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,,82,Wayne,LEA School,High School,City: Large,Four Year,All Students,All Students,200,17,8.5,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,,82,Wayne,LEA School,High School,City: Large,Four Year,All Students,Female,105,12,11.4286,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,,82,Wayne,LEA School,High School,City: Large,All,Students With Disabilities,All Students,31,11,35.4839,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,,82,Wayne,LEA School,High School,City: Large,All,African American,Male,93,26,27.957,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,,82,Wayne,LEA School,High School,City: Large,Two Year,Hispanic/Latino,Female,<10,<10,>95%,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,,82,Wayne,LEA School,High School,City: Large,Two Year,Students With Disabilities,All Students,31,<10,29.0323,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,,82,Wayne,LEA School,High School,City: Large,All,English Learners,All Students,<10,<10,75,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,,82,Wayne,LEA School,High School,City: Large,Two Year,Asian,All Students,<10,<10,>95%,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,,82,Wayne,LEA School,High School,City: Large,All,Asian,All Students,<10,<10,>95%,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,,82,Wayne,LEA School,High School,City: Large,Two Year,African American,Male,93,21,22.5807,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,,82,Wayne,LEA School,High School,City: Large,Two Year,English Learners,All Students,<10,<10,75,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,,82,Wayne,LEA School,High School,City: Large,Two Year,Hispanic/Latino,Male,<10,<10,50,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,,82,Wayne,LEA School,High School,City: Large,All,All Students,Male,95,27,28.4211,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,,82,Wayne,LEA School,High School,City: Large,All,African American,All Students,196,68,34.6939,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,,82,Wayne,LEA School,High School,City: Large,All,Homeless,All Students,<10,<10,>95%,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,,82,Wayne,LEA School,High School,City: Large,Two Year,All Students,All Students,200,54,27,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,,82,Wayne,LEA School,High School,City: Large,Two Year,Asian,Female,<10,<10,>95%,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,,82,Wayne,LEA School,High School,City: Large,All,All Students,All Students,200,71,35.5,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,,82,Wayne,LEA School,High School,City: Large,All,Asian,Female,<10,<10,>95%,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,,82,Wayne,LEA School,High School,City: Large,Two Year,African American,All Students,196,51,26.0204,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,,82,Wayne,LEA School,High School,City: Large,All,Hispanic/Latino,Male,<10,<10,50,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,,82,Wayne,LEA School,High School,City: Large,Four Year,Students With Disabilities,All Students,31,<10,6.4516,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,,82,Wayne,LEA School,High School,City: Large,Two Year,All Students,Male,95,22,23.1579,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,,82,Wayne,LEA School,High School,City: Large,Four Year,All Students,Male,95,<10,5.2632,,,,,,,,
