SchoolYear,Total Enrolled in an IHE within 0-48 months,Total % Enrolled in an IHE within 0-48 months,Total Accumulating 24 Credits within 0-12 months,Total % Accumulating 24 Credits  within 0-12 months,Total Accumulating 24 Credits within 0-16 months,Total % Accumulating 24 Credits  within 0-16 months,Total Accumulating 24 Credits within 0-24 months,Total % Accumulating 24 Credits  within 0-24 months,ISD Code,ISD OfficialName,DistrictCode,DistrictOfficialName,BuildingCode,BuildingOfficialName,CharterName,CountyCode,CountyName,EntityType,SchoolLevel,Locale,IHE Type,Subgroup,Gender,Total Graduates (All Students),Total Enrolled in an IHE within 0-6 months,Total % Enrolled in an IHE within 0-6 months,Total Enrolled in an IHE within 0-12 months,Total % Enrolled in an IHE within 0-12 months,Total Enrolled in an IHE within 0-16 months,Total % Enrolled in an IHE within 0-16 months,Total Enrolled in an IHE within 0-24 months,Total % Enrolled in an IHE within 0-24 months,Total Enrolled in an IHE within 0-36 months,Total % Enrolled in an IHE within 0-36 months
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3481,Catherine Ferguson Alternative Academy,,82,Wayne,LEA School,Middle_High School,Not Specified,Four Year,All Students,Female,<10,<10,50,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3481,Catherine Ferguson Alternative Academy,,82,Wayne,LEA School,Middle_High School,Not Specified,All,Economically Disadvantaged,All Students,<10,<10,>95%,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3481,Catherine Ferguson Alternative Academy,,82,Wayne,LEA School,Middle_High School,Not Specified,Two Year,Economically Disadvantaged,All Students,<10,<10,50,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3481,Catherine Ferguson Alternative Academy,,82,Wayne,LEA School,Middle_High School,Not Specified,All,African American,All Students,<10,<10,66.6667,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3481,Catherine Ferguson Alternative Academy,,82,Wayne,LEA School,Middle_High School,Not Specified,Two Year,African American,All Students,<10,<10,33.3333,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3481,Catherine Ferguson Alternative Academy,,82,Wayne,LEA School,Middle_High School,Not Specified,Four Year,Economically Disadvantaged,All Students,<10,<10,50,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3481,Catherine Ferguson Alternative Academy,,82,Wayne,LEA School,Middle_High School,Not Specified,All,African American,Female,<10,<10,>95%,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3540,Southeastern High School,,82,Wayne,LEA School,High School,City: Large,Four Year,Economically Disadvantaged,All Students,32,<10,15.625,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3540,Southeastern High School,,82,Wayne,LEA School,High School,City: Large,All,African American,Male,14,<10,21.4286,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3540,Southeastern High School,,82,Wayne,LEA School,High School,City: Large,Four Year,All Students,All Students,35,<10,17.1429,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3540,Southeastern High School,,82,Wayne,LEA School,High School,City: Large,Four Year,All Students,Female,21,<10,19.0476,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3540,Southeastern High School,,82,Wayne,LEA School,High School,City: Large,All,All Students,All Students,35,14,40,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3540,Southeastern High School,,82,Wayne,LEA School,High School,City: Large,Two Year,All Students,Male,14,<10,7.1429,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3540,Southeastern High School,,82,Wayne,LEA School,High School,City: Large,All,African American,Female,21,11,52.381,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3540,Southeastern High School,,82,Wayne,LEA School,High School,City: Large,Two Year,All Students,Female,21,<10,33.3333,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3540,Southeastern High School,,82,Wayne,LEA School,High School,City: Large,All,All Students,Male,14,<10,21.4286,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3540,Southeastern High School,,82,Wayne,LEA School,High School,City: Large,Two Year,All Students,All Students,35,<10,22.8571,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3540,Southeastern High School,,82,Wayne,LEA School,High School,City: Large,Two Year,African American,Male,14,<10,7.1429,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3540,Southeastern High School,,82,Wayne,LEA School,High School,City: Large,Four Year,African American,Female,21,<10,19.0476,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3540,Southeastern High School,,82,Wayne,LEA School,High School,City: Large,All,All Students,Female,21,11,52.381,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3540,Southeastern High School,,82,Wayne,LEA School,High School,City: Large,Two Year,Students With Disabilities,All Students,<10,<10,16.6667,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3540,Southeastern High School,,82,Wayne,LEA School,High School,City: Large,All,African American,All Students,35,14,40,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3540,Southeastern High School,,82,Wayne,LEA School,High School,City: Large,Four Year,African American,All Students,35,<10,17.1429,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3540,Southeastern High School,,82,Wayne,LEA School,High School,City: Large,Four Year,African American,Male,14,<10,14.2857,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3540,Southeastern High School,,82,Wayne,LEA School,High School,City: Large,All,Economically Disadvantaged,All Students,32,12,37.5,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3540,Southeastern High School,,82,Wayne,LEA School,High School,City: Large,All,Students With Disabilities,All Students,<10,<10,16.6667,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3540,Southeastern High School,,82,Wayne,LEA School,High School,City: Large,Two Year,Economically Disadvantaged,All Students,32,<10,21.875,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3540,Southeastern High School,,82,Wayne,LEA School,High School,City: Large,Two Year,African American,All Students,35,<10,22.8571,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3540,Southeastern High School,,82,Wayne,LEA School,High School,City: Large,Two Year,African American,Female,21,<10,33.3333,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3540,Southeastern High School,,82,Wayne,LEA School,High School,City: Large,Four Year,All Students,Male,14,<10,14.2857,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,,82,Wayne,LEA School,High School,City: Large,Two Year,Hispanic/Latino,Male,132,20,15.1515,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,,82,Wayne,LEA School,High School,City: Large,Two Year,English Learners,All Students,239,41,17.1548,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,,82,Wayne,LEA School,High School,City: Large,All,Students With Disabilities,All Students,26,<10,11.5385,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,,82,Wayne,LEA School,High School,City: Large,Four Year,Hispanic/Latino,All Students,303,50,16.5017,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,,82,Wayne,LEA School,High School,City: Large,Two Year,White,Male,14,<10,14.2857,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,,82,Wayne,LEA School,High School,City: Large,Two Year,All Students,Male,190,27,14.2105,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,,82,Wayne,LEA School,High School,City: Large,Two Year,African American,Female,40,<10,12.5,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,,82,Wayne,LEA School,High School,City: Large,Two Year,Hispanic/Latino,Female,171,31,18.1287,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,,82,Wayne,LEA School,High School,City: Large,All,African American,Female,40,18,45,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,,82,Wayne,LEA School,High School,City: Large,All,All Students,Male,190,50,26.3158,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,,82,Wayne,LEA School,High School,City: Large,All,English Learners,All Students,239,64,26.7782,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,,82,Wayne,LEA School,High School,City: Large,All,White,All Students,23,<10,26.087,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,,82,Wayne,LEA School,High School,City: Large,Four Year,Economically Disadvantaged,All Students,329,58,17.6292,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,,82,Wayne,LEA School,High School,City: Large,Two Year,Economically Disadvantaged,All Students,329,50,15.1976,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,,82,Wayne,LEA School,High School,City: Large,All,Hispanic/Latino,Female,171,62,36.2573,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,,82,Wayne,LEA School,High School,City: Large,All,All Students,All Students,410,134,32.6829,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,,82,Wayne,LEA School,High School,City: Large,All,African American,All Students,84,27,32.1429,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,,82,Wayne,LEA School,High School,City: Large,All,White,Male,14,<10,14.2857,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,,82,Wayne,LEA School,High School,City: Large,Two Year,All Students,Female,220,37,16.8182,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,,82,Wayne,LEA School,High School,City: Large,Four Year,White,Female,<10,<10,33.3333,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,,82,Wayne,LEA School,High School,City: Large,Two Year,Hispanic/Latino,All Students,303,51,16.8317,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,,82,Wayne,LEA School,High School,City: Large,Two Year,White,Female,<10,<10,11.1111,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,,82,Wayne,LEA School,High School,City: Large,All,All Students,Female,220,84,38.1818,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,,82,Wayne,LEA School,High School,City: Large,Two Year,African American,Male,44,<10,11.3636,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,,82,Wayne,LEA School,High School,City: Large,Four Year,All Students,All Students,410,70,17.0732,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,,82,Wayne,LEA School,High School,City: Large,All,Economically Disadvantaged,All Students,329,108,32.8268,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,,82,Wayne,LEA School,High School,City: Large,Four Year,English Learners,All Students,239,23,9.6234,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,,82,Wayne,LEA School,High School,City: Large,Four Year,African American,Female,40,13,32.5,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,,82,Wayne,LEA School,High School,City: Large,Four Year,Hispanic/Latino,Male,132,19,14.3939,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,,82,Wayne,LEA School,High School,City: Large,All,African American,Male,44,<10,20.4546,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,,82,Wayne,LEA School,High School,City: Large,Four Year,All Students,Female,220,47,21.3636,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,,82,Wayne,LEA School,High School,City: Large,Four Year,All Students,Male,190,23,12.1053,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,,82,Wayne,LEA School,High School,City: Large,Four Year,African American,Male,44,<10,9.0909,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,,82,Wayne,LEA School,High School,City: Large,All,Hispanic/Latino,All Students,303,101,33.3333,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,,82,Wayne,LEA School,High School,City: Large,Four Year,White,All Students,23,<10,13.0435,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,,82,Wayne,LEA School,High School,City: Large,Two Year,White,All Students,23,<10,13.0435,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,,82,Wayne,LEA School,High School,City: Large,All,Hispanic/Latino,Male,132,39,29.5455,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,,82,Wayne,LEA School,High School,City: Large,Two Year,All Students,All Students,410,64,15.6098,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,,82,Wayne,LEA School,High School,City: Large,Two Year,Students With Disabilities,All Students,26,<10,11.5385,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,,82,Wayne,LEA School,High School,City: Large,All,White,Female,<10,<10,44.4444,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,,82,Wayne,LEA School,High School,City: Large,Four Year,Hispanic/Latino,Female,171,31,18.1287,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,,82,Wayne,LEA School,High School,City: Large,Four Year,African American,All Students,84,17,20.2381,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,,82,Wayne,LEA School,High School,City: Large,Two Year,African American,All Students,84,10,11.9048,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,82,Wayne,LEA School,High School,City: Large,All,All Students,Female,171,151,88.3041,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,82,Wayne,LEA School,High School,City: Large,All,All Students,Male,74,68,91.8919,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,82,Wayne,LEA School,High School,City: Large,Four Year,Hispanic/Latino,Female,<10,<10,>95%,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,82,Wayne,LEA School,High School,City: Large,All,African American,Male,73,68,93.1507,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,82,Wayne,LEA School,High School,City: Large,All,Hispanic/Latino,All Students,<10,<10,50,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,82,Wayne,LEA School,High School,City: Large,Two Year,Economically Disadvantaged,All Students,144,<10,6.25,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,82,Wayne,LEA School,High School,City: Large,Two Year,All Students,All Students,245,25,10.2041,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,82,Wayne,LEA School,High School,City: Large,All,Economically Disadvantaged,All Students,144,128,88.8889,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,82,Wayne,LEA School,High School,City: Large,All,English Learners,All Students,<10,<10,>95%,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,82,Wayne,LEA School,High School,City: Large,Four Year,African American,Female,170,134,78.8235,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,82,Wayne,LEA School,High School,City: Large,All,All Students,All Students,245,219,89.3878,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,82,Wayne,LEA School,High School,City: Large,Four Year,Hispanic/Latino,All Students,<10,<10,50,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,82,Wayne,LEA School,High School,City: Large,Two Year,All Students,Female,171,16,9.3567,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,82,Wayne,LEA School,High School,City: Large,Two Year,African American,Male,73,<10,12.3288,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,82,Wayne,LEA School,High School,City: Large,Four Year,All Students,Male,74,59,79.7297,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,82,Wayne,LEA School,High School,City: Large,Four Year,African American,All Students,243,193,79.4239,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,82,Wayne,LEA School,High School,City: Large,Two Year,African American,All Students,243,25,10.2881,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,82,Wayne,LEA School,High School,City: Large,Four Year,All Students,Female,171,135,78.9474,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,82,Wayne,LEA School,High School,City: Large,Four Year,English Learners,All Students,<10,<10,>95%,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,82,Wayne,LEA School,High School,City: Large,Two Year,All Students,Male,74,<10,12.1622,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,82,Wayne,LEA School,High School,City: Large,All,African American,All Students,243,218,89.7119,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,82,Wayne,LEA School,High School,City: Large,Four Year,Economically Disadvantaged,All Students,144,119,82.6389,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,82,Wayne,LEA School,High School,City: Large,Four Year,All Students,All Students,245,194,79.1837,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,82,Wayne,LEA School,High School,City: Large,Two Year,African American,Female,170,16,9.4118,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,82,Wayne,LEA School,High School,City: Large,All,African American,Female,170,150,88.2353,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,82,Wayne,LEA School,High School,City: Large,Four Year,African American,Male,73,59,80.8219,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,82,Wayne,LEA School,High School,City: Large,All,Hispanic/Latino,Female,<10,<10,>95%,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7135,Frederick Douglass Academy for Young Men,,82,Wayne,LEA School,Middle_High School,City: Large,Four Year,All Students,Male,22,<10,27.2727,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7135,Frederick Douglass Academy for Young Men,,82,Wayne,LEA School,Middle_High School,City: Large,Two Year,Economically Disadvantaged,All Students,19,<10,15.7895,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7135,Frederick Douglass Academy for Young Men,,82,Wayne,LEA School,Middle_High School,City: Large,Two Year,Students With Disabilities,All Students,<10,<10,66.6667,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7135,Frederick Douglass Academy for Young Men,,82,Wayne,LEA School,Middle_High School,City: Large,Four Year,All Students,All Students,22,<10,27.2727,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7135,Frederick Douglass Academy for Young Men,,82,Wayne,LEA School,Middle_High School,City: Large,Two Year,All Students,All Students,22,<10,13.6364,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7135,Frederick Douglass Academy for Young Men,,82,Wayne,LEA School,Middle_High School,City: Large,Four Year,Economically Disadvantaged,All Students,19,<10,21.0526,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7135,Frederick Douglass Academy for Young Men,,82,Wayne,LEA School,Middle_High School,City: Large,Two Year,All Students,Male,22,<10,13.6364,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7135,Frederick Douglass Academy for Young Men,,82,Wayne,LEA School,Middle_High School,City: Large,All,All Students,All Students,22,<10,40.9091,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7135,Frederick Douglass Academy for Young Men,,82,Wayne,LEA School,Middle_High School,City: Large,Two Year,African American,All Students,22,<10,13.6364,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7135,Frederick Douglass Academy for Young Men,,82,Wayne,LEA School,Middle_High School,City: Large,All,All Students,Male,22,<10,40.9091,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7135,Frederick Douglass Academy for Young Men,,82,Wayne,LEA School,Middle_High School,City: Large,All,Students With Disabilities,All Students,<10,<10,66.6667,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7135,Frederick Douglass Academy for Young Men,,82,Wayne,LEA School,Middle_High School,City: Large,Four Year,African American,Male,22,<10,27.2727,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7135,Frederick Douglass Academy for Young Men,,82,Wayne,LEA School,Middle_High School,City: Large,All,Economically Disadvantaged,All Students,19,<10,36.8421,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7135,Frederick Douglass Academy for Young Men,,82,Wayne,LEA School,Middle_High School,City: Large,All,African American,All Students,22,<10,40.9091,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7135,Frederick Douglass Academy for Young Men,,82,Wayne,LEA School,Middle_High School,City: Large,Four Year,African American,All Students,22,<10,27.2727,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7135,Frederick Douglass Academy for Young Men,,82,Wayne,LEA School,Middle_High School,City: Large,All,African American,Male,22,<10,40.9091,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7135,Frederick Douglass Academy for Young Men,,82,Wayne,LEA School,Middle_High School,City: Large,Two Year,African American,Male,22,<10,13.6364,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts High School,,82,Wayne,LEA School,High School,City: Large,Two Year,African American,Male,61,12,19.6721,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts High School,,82,Wayne,LEA School,High School,City: Large,Four Year,African American,All Students,130,34,26.1539,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts High School,,82,Wayne,LEA School,High School,City: Large,Two Year,African American,All Students,130,34,26.1539,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts High School,,82,Wayne,LEA School,High School,City: Large,All,All Students,Male,61,29,47.541,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts High School,,82,Wayne,LEA School,High School,City: Large,Two Year,African American,Female,69,22,31.8841,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts High School,,82,Wayne,LEA School,High School,City: Large,All,All Students,Female,70,39,55.7143,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts High School,,82,Wayne,LEA School,High School,City: Large,Four Year,African American,Male,61,17,27.8689,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts High School,,82,Wayne,LEA School,High School,City: Large,All,Students With Disabilities,All Students,<10,<10,50,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts High School,,82,Wayne,LEA School,High School,City: Large,Two Year,All Students,Female,70,22,31.4286,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts High School,,82,Wayne,LEA School,High School,City: Large,Two Year,All Students,Male,61,12,19.6721,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts High School,,82,Wayne,LEA School,High School,City: Large,Four Year,Economically Disadvantaged,All Students,117,29,24.7863,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts High School,,82,Wayne,LEA School,High School,City: Large,Two Year,All Students,All Students,131,34,25.9542,,,,,,,,
